Dictionary ID,Greek Entry,Entry,Definition
Jastrow 14831,λιμήν,לְמֵין לִימֵן לִימֵין,"(λιμήν) haven, bay.  Esth. R. to I, 8 שתי ספינית היו עולות בל' אחת מבקשת וכ' two ships attempting to enter the harbor (from different directions); one desires a northern wind &c. Y. Yoma III, 41a לְמֵינָהּ של יפו the harbor of Japho. Y. Gitt. I, 43b bot. למינה של קסרין of Cæsarea. Gen. R. s. 31 אם … שתהא עומדת בל' if a man wants to build a ship able to stand in the harbor; (Yalk. Ps. 876 במים).—Erub. IV, 2 (41b) נכנסו ללמן Ar. (ed. לנָמֵל). Ex. R. s. 48, beg.; Koh. R. to VII, 1 (ref. to ‘the day of death’ &c. ib.) it is like two sea-faring ships אחת יוצאת מן הל' וכ' one leaving the harbor, and one entering it; Midr. Sam. ch. XXIII; (Yalk. Koh. 973 נמל). Koh. R. to VI, 5; a. e."
Jastrow 14837,λοιμός,"*,  *לַמָּס","(מָסַס) unto him who refuses (used homiletically as an independent word, meaning in Greek) dog.  Sabb. 63b (ref. to Job VI, 14, v. Targ. a. l.) שכן בל""י קורין לכלב ל' for in Greek they call a dog lms (?). [The sentence is an interpolated gloss, v. Y. B. Kam. VII, end, 6a; Keth. 96a; Gen. R. s. 76, end. The interpolator may have had in mind λοιμός ‘a plague’, used as adj. in LXX for בליעל.]"
Jastrow 14838,λαμπάς,לַמְפַּד,"(λαμπάς, -άδος) torch, light, lamp.  Targ. Y. Ex. XX, 2 ל' דינור lamp, ל' דאישא torch.—Greek genitive: לַמְפַּדֹּס. Y. Yoma III, 41a top (ref. to Dan. V, 5; v. LXX) תרגם עקילס … לקבל ל' (not … רם) Aquila translates likbel nabrashta: opposite the lamp."
Klein 13153,λαμπάς (lampas),לַמְפָּד,"1) lamp. PBH 2) lamp burning before an icon. NH [Gk. lampas, genitive lampados (= torch), from lampein (= to shine, be bright), from IE base lāp-, lep- (= to shine). See ‘lamp’ in my CEDEL. Syr. לַמְפִּידָא (= torch, lamp) is a blend of Gk. lampas and Heb. לַפִּיד (= torch).]"
Klein 13166,λῃστής (lestes),לִסְטִים,"robber. PBH [Orig. לִסְטִים. Borrowed from Gk. lestes (= robber). Syr. לֶסְטָא, לֶסְטָיָא (= robber), and Arab. liṣṣ, luṣṣ, of s.m., are also borrowed from Gk. lestes.]"
Klein 13266,Λακωνικός (Lakonikos),לָקוֹנִי,"laconic. FW [Back formation from Gk. Lakonikos (= pertaining to, or characteristic of, the Lacedaemonians), from Lakon (= Laconian, Lacedaemonian, Spartan), which is prob. a hypocristic form of Lakedaimonios (of s.m.), from Lakedaimon (= Lacedaemon, Spartan). For the ending see suff. □ִי. cp. לָקוֹנִיזְם.]"
Jastrow 14953,λεπτόν,לָקָן,"(לְקִי; transl.  of λεπτόν) a very small copper coin. Y. Maas. Sh. IV, beg. 54d ובארבאל בתרין אלפין ול' (not ובאדבאל … יל') and in Arbela the Denar is worth two thousand P’rutahs and one Lakan.—Y. B. Mets. IV, beg. 9c ל' בל' אסיר to lend money on Lakan against L. (counting Lakans in place of Denars) is forbidden."
Klein 13293,λεξικός (lexikos),"לֶקְסִיקָה,  לֶכְּסִיקָה",vocabulary. FW [From Gk. lexikos (= pertaining to words). See לֶקְסִיקוֹן.]
Klein 13294,λεξικογράφος (lexikographos),"לֶקְסִיקוֹגְרָף,  לֶכְּסִיקוֹגְרָף","lexicographer. FW [Gk. lexikographos, compounded of lexikon and graphos, from graphein (= to write). See לֶקְסִיקֹון and □גְרָף.]"
Klein 13296,λεξικογράφος (lexikographos),"לֶקְסִיקוֹגְרַפְיָה,  לֶכְּסִיקוֹגְרַפְיָה",lexicography. FW [From Gk. lexikographos. See לֶקֽסִיקוֹגְרָף and □יָה.]
Klein 13297,Λεξικόν (Lexikon),"לֶקְסִיקוֹן,  לֶכְּסִיקוֹן","lexicon. FW [Gk. Lexikon (= lit.: ‘book of words’), neuter of lexikos (= pertaining to words), from lexis (= word, phrase, speech, diction), from the stem of legein (= to speak) which is cogn. with L. legere (= to read). See לִגְיוֹן and cp. לֶקְסִיקָה.]"
Klein 13311,λάρυγξ (larynx),לָרִינְגִיטִיס,inflammation of the larynx (disease). FW [Formed from Gk. larynx (see לָרִינְגּוֹלוֹגְיָה) with suff. - itis (see □ִיטִיס).]
Klein 13763,μαγικός (magicos),מָגִי,"magical. FW [Back formation from Gk. magicos (= Magian, magical), from magos (= Magus, magical). See מָגוֹשׁ.]"
Klein 13771,μαγεία (mageia),מַגְיָה,"magic. FW [Gk. mageia (= magic art), from magos (= Magus, magical). See מָגוֹשׁ.]"
Jastrow 15149,μάγειρος,מגִירוֹס,", (מַגְרוֹס) m. (μάγειρος) baker, cook.  Lam. R. to III, 16 אצל המגרוס Ar., v. פָּרָכוּטֵס. Lev. R. s. 28; Pesik. R. s. 18; Yalk. Lev. 643, a. e. (מְגִרְסָךְ) מְגִירְסָךְ אנא I (the Lord) am thy cook (ripening thy fruits); Pesik. Haʿomer, p. 70a מגיסך (corr. acc.). Ib. כמו גרייס read: כמגירוס. Num. R. s. 4, end מ' של בו""ד (not מגירם, מגידם) the cook of a human master. Y. Keth. I, 25c קול מגרוס בעיר when it was announced that a cook (or baker) was in town (Snh. 32b קול רחים).—Pl. מְגִירוֹסִין, מְגִירְסִין. Lev. R. s. 7; Yalk. Num. 777 מגרסין; Pesik. R. s. 16 מגריפים (corr. acc.); Pesik. Eth Korb., p. 61a.—[Lam. R. to II, 22 מגרוסי Ar., v. מָגֵיר.]"
Jastrow 15151,μαγειρεῖον,מָגִירְיוֹן,"(μαγειρεῖον) cook-shop, kitchen.  Y. Bets. V, end, 63b"
Klein 13835,μαγίς (magis),מָגֵם,"1) dish. PBH 2) tureen. NH [The orig. meaning was ‘kneaded mass’, whence ‘kneading trough’, whence ‘basin’, ‘dish’. It prob. derives from Gk. magis (= kneaded mass, kneading trough), which is related to maktra (= kneading trough), mageus (= one who kneads, baker), from IE base *maḡ- (= to knead). See מַסָּה (= mass).]"
Klein 13806,μάγμα (magma),מַגְמָה,"magma. FW [Gk. magma (= a thick unguent), from masso (= I squeeze, press into a mold, knead). See מַסָּה (= mass).]"
Klein 13825,μαγνῆτις (magnetis),מַגְנֶט,"magnet. FW [Gk. magnetis lithos (= stone from Magnesia, lodestone), from magnesia (= Magnesia — a town in Lydia, Asia Minor).]"
Klein 13831,μαγνησία (magnesia),מַגְנִיּוֹן,magnesium (chemistry). FW [From Gk. magnesia (= magnesia). See מַגְנֶסְיָה.]
Klein 13934,Μέδουσα (Medousa),מֶדוּזָה,"1) ‘Medusa’ (Gk. mythology). 2) medusa (a jellyfish). FW [Gk. Medousa (lit. ‘guardian’), properly f. pres. part. of the ancient verb medein (= to protect, rule over), from IE * mēd- (= to measure, limit, consider). See ‘meditate’ in my CEDEL and cp. ‘Medusa’ ibid. cp. מֶדִיצִינָה. cp. Also מוֹדוּס and words there referred to.]"
Klein 14139,τροπικός (tropikos),מַהְפָּךְ,"1) tropic. 2) reverse, change. NH [Lit.: ‘that which turns’. Formed from הפך (= to turn), with pref. מַ□. In the first sense it is a loan translation of Gk. tropikos (= the tropic circle, the solstice), from the adj. tropikos (= pertaining to a sun). See ‘tropic’ in my CEDEL.]"
Jastrow 15416,μαυρός,מַוְורוֹן,"(μαυρός) black.  Gen. R. s. 7 Ar. (ed. מיירן), v. אַסְפְּרוֹן."
Klein 14205,Μοῦσα (Mousa),מוּזָה,"Muse. FW [Gk. Mousa (= Muse), perhaps related to manthanein (= to learn). See מָתֶמָטִיקָה and cp. מוֹזָאִיקָה, מוּזֵיאוֹן, מוּסִיקָה.]"
Klein 14206,μουσεῖον (mouseion),"מוּזֵיאוֹן,  מוּסֵיאוֹן","museum. FW [Gk. mouseion (= seat of the Muses; hence ‘school of arts and learning, museum’), from Mousa (= Muse). See מוּזָה.]"
Jastrow 15452,μηχανή,מוּכְנִי,"(μηχανή) machine for lifting weights, wheel-work.  Yoma III, 10 עשה מ' לכיור made a machine for sinking the wash-basin (v. כִּיּוֹר) into the well; Tam. III, 8. Kel. XVIII, 2 (ed. Dehr. מִכְנִי). Tosef. Par. III(II), 9 מִיכְנִי. Ḥull. 15b השוחט במ' if one slaughters by means of a machine; a. e."
Klein 14244,μηχανή (mechane),מוּכְנִי,"machine. PBH [The version of the ‘Arukh’, מיכני, shows that the word is borrowed from Gk. mechane (= engine, machine). See מֵכָנִי. Some scholars take מוּכְנִי to be masculine, but in the ‘Mishnah’ מוּכְנִי is construed as feminine.]"
Klein 14260,μιλιάριον (miliarion),מוּלְיָאר,"kettle, cauldron. PBH [Gk. miliarion (= a copper vessel for boiling water in), which is of uncertain origin.]"
Jastrow 15474,μιλιάριον,מוּלְיָאר מוּלְיָיר,"(miliarium, μιλιάριον) a large vessel to boil water in, caldron.  Sabb. III, 4 מ' הגרוף a miliarium from under which the coals have been removed; Y. ib. III, 6a bot."
Jastrow 15493,μῖμος,מוּמוֹס,"(μῖμος) mimic actor, mime.  Lam. R. to III, 13 מכניסים את המ' וכ' (Ar. מיאמוס, read מִימוֹס) they bring a mime on the stage, his head shaved &c.; ib. introd. (R. Abbahu 6) המתים (corr. acc.).—Pl. מוּמְסִין. Gen. R. s. 80, beg.—Cant. R. to VII, 9 תפתיא מימרס (read: מִימוֹסִין) tiftayé (Dan. III, 2) means the actors."
Klein 14268,μίμος (mimos),מוּמוֹס,"mimic actor, mime, clown. PBH [From Gk. mimos (= imitator, mimic actor, mime), which is of uncertain origin. cp. מִימוֹסָה, מִימִיקָה, the first element in מִימֵאוֹגְרָף and the second element in פַּנְטוֹמִימָה.]"
Jastrow 15506,Μονόβαζος,מוּנְבָּז,"(Μονόβαζος) Munbaz, 1) name of a King of Adiabene, and of one of his sons who embraced the Jewish faith (v. Jos. Ant. XX, 2, 1 sq.; B. J. II, 19, 2). , 1)  name of a King of Adiabene, and of one of his sons who embraced the Jewish faith (v. Jos. Ant. XX, 2, 1 sq.; B. J. II, 19, 2). Gen. R. s. 46.—Tosef. Peah IV, 18; Y. ib. I, 15b bot.; B. Bath. 11a. Yoma III, 10 (Ar. מוּלְבָּז). Men. 32b; a. e.—2)  name of a scholar. Tosef. Sabb. VIII (IX), 5; Sabb. 68b; Yalk. Num. 749."
Jastrow 15507,μονογενής,מוֹנְגִּינוֹס,(corr. מוֹנוֹגִינֵיס) m. (μονογενής) only child.  Pesik. R. s. 10.
Klein 14280,μονάς (monas),מוֹנָדָה,"monad (philosophy). FW [Gk. monas, genitive monados (= a unit), from monos (= alone, single). See מוֹנוֹ□.]"
Klein 14282,μονό (mono),מוֹנוֹ□,"mono- (before a vowel מוֹנ□, ‘mon-’). 1) one alone, single. 2) containing one single atom (chemistry). FW [Gk. mono-, mon-, from monos (= alone, single). cp. מֹונִיזְם.]"
Klein 14283,μονογαμία (monogamia),מוֹנוֹגַמְיָה,"monogamy. FW [Gk. monogamia, from monogamous (= marrying one wife), which is compounded of monos (= alone, single) and gamein (= to marry). See מוֹנוֹ□ and בִּיגַמְיָה.]"
Klein 14286,μονῳδία (monodia),מוֹנוֹדְיָה,"monody (ancient Greek literature and music). FW [Gk. monodia (= monody; lit. ‘a song sung alone’), from monodos (= singing alone), which is compounded of monos (= alone, single), and ode (= song). See מוֹנוֹ□ and אוֹדָה and cp. the second element in מֶלוֹדְיָה.]"
Klein 14287,μονότονος (monotonos),מוֹנוֹטוֹנִי,"monotonous. FW [Gk. monotonos (= of one tone, monotonous), compounded of monos (= alone, single), and tonos (= tone). See מוֹנוֹ□ and טוֹן.]"
Klein 14289,μονόχορδον (monochordon),מוֹנוֹכוֹרְד,"monochord. FW [Gk. monochordon, properly neuter of the adj. monochordos (= having but one string), used as a noun; compounded of monos (= alone, single), and chorde (= intestine, string of gut, string of a musical instrument). See מוֹנוֹ□ and cp. ‘chord’ and ‘cord’ in my CEDEL.]"
Jastrow 15510,μονομάχος,מוֹנוֹמָכוֹס,"(מנומ') m. (μονομάχος) gladiator.  Y’lamd. to Gen. XLIX, 1, quot. in Ar. אין מ' עושה דייתיקי a gladiator makes no will (has nothing to dispose of; Yalk. Gen. 157 עבד; Gen. R., addit., ed. Wil. p. 376, Var. לוּדָר)."
Jastrow 15515,μανιάκης,מוּנְיָיק מָנְ',"(μανιάκης, v. הַמְנִיכָא) necklace.  Deut. R. s. 4 [read:] הרי מ' והרי כבלים אם עשית רצוני הרי מ' של זהב ואם לאו וכ' (v. Yalk. Is. 256) here is a necklace and here are chains; if thou doest my will, here is a golden necklace for thee; if not &c. Pesik. R. s. 29-30.—Pl. מוּנְיָיקוֹת. Ib. (ref. to ענקים, Prov. I, 9) עשה הקב""ה … כמ' וכ' (not … קית) the Lord made the letters of the Torah like necklaces and suspended them &c."
Klein 14315,μονάρχης (monarches),מוֹנַרְךְ,"monarch. FW [Gk. monarches or monarchos (= one who rules alone), which are compounded of monos (= alone, single) and archos (= leader, chief, ruler). See מוֹנוֹ□ and □ַרְכְיָה.]"
Klein 14326,μουσική (mousike),מוּסִיקָה,"music. FW [Gk. mousike techne (= musical art), orig. ‘any art in which the Muses presided’, f. of mousikos (= pertaining to the Muses), from Mousa (= Muse). See מוּזָה.]"
Jastrow 15521,μόσχος,מוּסְכִּין,"(μόσχος, muscus) the animal perfume musk.  Y. Ber. VI, end, 10d (Ar. מוּסְקִין), v. מוֹשְׁקְ. Keth. 75a מוּשְׁקִין Ar. (missing in ed.), v. מוּרָא."
Jastrow 15560,Μακεδών,מוּקְדּוֹן מַקְדּוֹן,"(Μακεδών) Macedonian.  Targ. I Chr. I, 7 (h. text יון, v. מוּקְדּוֹנְיָא).—Esp. אלכסנדרוס מ' Alexander the Macedonian (Alex. the Great), v. אֲלֶכְסַנְדְּרוֹס. [Mekh. Yithro, Baḥod. s. 9 מ', read with ed. Weiss רביעית or אדום = Rome.]—Pl. מוּקְדּוֹנִין, מַקְ'. Targ. Esth. VIII, 15 מ' דדהבא Macedonian gilt shoes."
Jastrow 15562,Μακεδωνία,מוּקְדּוֹנְיָא מַקְ',"(Μακεδωνία) Macedonia, esp. the Greek empire founded by Alexander the Great and his successors.  Targ. Y. Gen. X, 2; Targ. I Chr. I, 5 (h. text יון); Gen. R. s. 37, beg.; Yoma 10a [read:] מדי כמשמעו יון זו מ'; v. אוֹבִיסוֹס."
Klein 14390,μωκός (mokos),מוּקְיוֹן,"jester, clown. PBH [From Gk. mokos (= mocker), which is of uncertain origin. It stands perhaps for mo-kos and is related to mo-kos (= blame, censure).]"
Jastrow 15584,μωρά,מוֹרָא מוֹרָה,"(μωρά) stupid, foolish.  Lam. R. introd. (R. Simeon) (play on מוראה, Zeph. III, 1) [read:] ל""י הוא שכן בל""י קורין לשוטיתא מ' it is a Greek expression, for in Greek they call a foolish woman mora; Yalk. Zeph. 567 מירה (corr. acc.).  Midr. Till. to Ps. IX, 21 (play on מורה, ib.) הכנס בהן … שכן בל""י … מ' let folly enter into their hearts, for in Greek they call a fool mora (= מוֹרוֹס)."
Jastrow 15608,μωρέ,מוֹרֶה,"(μωρέ, vocat. of μωρός, v. next art.) fool! Pesik. Shimʿu. p. 118b למלך … אל תהי קורא לבני מ' like to a king who gave his son in charge of a pedagogue and said, never call my son fool; מה הדין לישנא מ' כהדין … מורוס what does this moré mean?—As in Greek they call a fool moros; Yalk. Jer. 265; Yalk. Num. 764 לִּבְנִי מורים … (corr. acc.)."
Jastrow 15608,μωρός,מוֹרֶה,"(μωρέ, vocat. of μωρός, v. next art.) fool! Pesik. Shimʿu. p. 118b למלך … אל תהי קורא לבני מ' like to a king who gave his son in charge of a pedagogue and said, never call my son fool; מה הדין לישנא מ' כהדין … מורוס what does this moré mean?—As in Greek they call a fool moros; Yalk. Jer. 265; Yalk. Num. 764 לִּבְנִי מורים … (corr. acc.)."
Jastrow 15610,μωρός,מוֹרוֹס,"(μωρός) fool.  Pesik. Shimʿu, p. 118b, a. e., v. preced. art.—Pl. מוֹרִים, מוֹרִין. Ib. אל … לבני מ' you shall not call my children fools (play on הַמֹּרִים, v. preced. art.). Tanḥ. Ḥuck. 9, v. מוֹרֶה II."
Klein 14552,μᾱζονόμος (mazonomos),מַזְנוֹן,"(less correctly spelled מִזְנוֹן) cupboard, sideboard, buffet. [Of uncertain origin. Most scholars — on the basis of Rav Hay Gaon’s derivation — connect it with זַן (= kind). Others suggest to see in it a loan word from Gk. mazonoios (= a wooden trencher for serving barley). Gk. mazonomos is compounded of maza (= barley meal) and nomos, from the stem nemaen (= to deal out, attribute). See מַסָּה (= mass).]"
